00000000.13610100|0.031568|0.054072|0.031568
00000000.13610100|0.031568|0.347554|0.031568
00000000.18714200|0.964302|0.568122|0.964302
00000000.26524000|0.370429|0.786746|0.370429
00000000.49156100|0.964302|0.136101|0.031568
00000000.56812200|0.964302|0.910822|0.03339
00000000.91082200|0.03339|0.697546|0.03339
00000000.91082200|0.03339|0.991028|0.03339
00000001.09857800|0.966124|1.57617|0.966124
00000001.25716700|0.966124|1.257167|0.037033
00000001.57617000|0.966124|1.632679|0.958837
00000001.63267900|0.958837|1.687365|0.938798
00000001.64543900|0.517974|1.257167|0.517974
00000001.64543900|0.517974|1.705594|0.505222
00000001.68007400|0.037033|1.100401|0.037033
00000001.68736500|0.938798|1.725646|0.922402
00000001.70012500|0.037033|1.680074|0.037033
00000001.70559400|0.505222|1.79856|0.456035
00000001.70559400|0.532548|1.645439|0.517974
00000001.72564600|0.922402|1.76028|0.895076
00000001.75116600|0.051607|1.700125|0.037033
00000001.75845700|0.572627|1.705594|0.532548
00000001.76028000|0.895076|1.804029|0.851354
00000001.79856000|0.456035|1.855069|0.403204
00000001.80038300|0.627279|1.758457|0.572627
00000001.80402900|0.851354|1.829549|0.796702
00000001.81132000|0.080755|1.751166|0.051607
00000001.82954900|0.667358|1.800383|0.627279
00000001.82954900|0.796702|1.836841|0.714723
00000001.83684100|0.714723|1.829549|0.667358
00000001.85506900|0.403204|1.898818|0.341265
00000001.85871500|0.115368|1.81132|0.080755
00000001.89881800|0.19006|1.858715|0.115368
00000001.89881800|0.341265|1.913401|0.251999
00000001.91340100|0.251999|1.898818|0.19006
00000002.14937300|0.485602|2.151224|0.391252
00000002.15122400|0.391252|2.173438|0.278402
00000002.15307500|0.561453|2.149373|0.485602
00000002.16603300|0.657653|2.153075|0.561453
00000002.17343800|0.278402|2.234526|0.176652
00000002.18639600|0.746453|2.166033|0.657653
00000002.23267400|0.816753|2.186396|0.746453
00000002.23452600|0.176652|2.288209|0.123002
00000002.27340000|0.874103|2.232674|0.816753
00000002.28820900|0.123002|2.35485|0.071201
00000002.33263600|0.927754|2.2734|0.874103
00000002.35485000|0.071201|2.438152|0.034201
00000002.40483100|0.966604|2.332636|0.927754
00000002.43815200|0.034201|2.517751|0.021251
00000002.48813300|0.974004|2.404831|0.966604
00000002.51775100|0.021251|2.567732|0.017551
00000002.55477400|0.977704|2.488133|0.974004
00000002.56773200|0.017551|2.638076|0.023101
00000002.63807600|0.023101|2.712122|0.039751
00000002.63992700|0.968453|2.554774|0.977704
00000002.69175900|0.955504|2.639927|0.968453
00000002.71212200|0.039751|2.782465|0.069351
00000002.75469800|0.925903|2.691759|0.955504
00000002.78246500|0.069351|2.845404|0.121152
00000002.81023200|0.885203|2.754698|0.925903
00000002.84540400|0.121152|2.906492|0.189602
00000002.88134600|0.840803|2.810232|0.885203
00000002.88134600|0.978876|2.881346|0.731119
00000003.17120600|0.961054|3.587714|0.961054
00000003.28597700|0.961054|3.285977|0.037901
00000003.58771400|0.961054|3.682122|0.944403
00000003.60437400|0.037901|3.154545|0.037901
00000003.68212200|0.944403|3.79134|0.877803
00000003.71544300|0.063801|3.604374|0.037901
00000003.79134000|0.877803|3.889451|0.755703
00000003.80985100|0.134102|3.715443|0.063801
00000003.88945100|0.755703|3.939432|0.628053
00000003.89315300|0.243252|3.809851|0.134102
00000003.93943200|0.628053|3.944985|0.578103
00000003.94313400|0.394952|3.893153|0.243252
00000003.94498500|0.578103|3.943134|0.394952
00000004.10603500|0.034201|4.883517|0.034201
00000004.25782900|0.964753|4.257829|0.034201
00000004.58918400|0.518902|4.257829|0.518902
00000004.58918400|0.659503|4.589184|0.380152
00000004.84279200|0.746453|4.842792|0.964753
00000004.84279200|0.964753|4.100482|0.964753
00000004.88351700|0.034201|4.883517|0.298752
00000005.17414700|0.036051|5.629529|0.036051
00000005.31483400|0.964753|5.314834|0.036051
00000005.64804000|0.517052|5.314834|0.517052
00000005.64804000|0.652103|5.64804|0.382002
00000005.94052200|0.740903|5.940522|0.964753
00000005.94052200|0.964753|5.161189|0.964753
00000006.14044600|0.415302|6.175617|0.256202
00000006.14414800|0.526302|6.140446|0.415302
00000006.16080800|0.639153|6.144148|0.526302
00000006.17561700|0.256202|6.225598|0.171102
00000006.19227800|0.750153|6.160808|0.639153
00000006.22559800|0.171102|6.3089|0.082301
00000006.25151500|0.838953|6.192278|0.750153
00000006.30890000|0.082301|6.429225|0.032351
